date (whole day); user1; user2; odd duration (sec); average duration (sec); odd times; average times (sec); floor;zone
01-Jun-16 12:00:00 AM;aribera;epavone;26400;20130;2;;1;4
02-Jun-16 12:00:00 AM;epavone;aribera;35900;13420;3;;1;4
03-Jun-16 12:00:00 AM;aribera;epavone;75580;13420;3;;1;4
06-Jun-16 12:00:00 AM;epavone;aribera;10812;8052;5;;1;4
07-Jun-16 12:00:00 AM;epavone;aribera;21420;8052;5;;1;4
08-Jun-16 12:00:00 AM;epavone;aribera;35940;13420;3;;1;4
09-Jun-16 12:00:00 AM;epavone;aribera;26670;20130;2;;1;4
10-Jun-16 12:00:00 AM;aribera;epavone;112500;20130;2;;1;4
31-May-16 12:00:00 AM;gcazar;epavone;26070;22650;2;;1;4
01-Jun-16 12:00:00 AM;gcazar;epavone;26100;22650;2;;1;4
02-Jun-16 12:00:00 AM;gcazar;epavone;26370;22650;2;;1;4
03-Jun-16 12:00:00 AM;epavone;gcazar;111450;22650;2;;1;4
06-Jun-16 12:00:00 AM;epavone;gcazar;26910;22650;2;;1;4
07-Jun-16 12:00:00 AM;gcazar;epavone;26370;22650;2;;1;4
08-Jun-16 12:00:00 AM;gcazar;epavone;26250;22650;2;;1;4
09-Jun-16 12:00:00 AM;epavone;gcazar;26250;22650;2;;1;4
10-Jun-16 12:00:00 AM;gcazar;epavone;112050;22650;2;;1;4
31-May-16 12:00:00 AM;epavone;knielson;25860;22500;2;;1;4
01-Jun-16 12:00:00 AM;knielson;epavone;26010;22500;2;;1;4
02-Jun-16 12:00:00 AM;epavone;knielson;26070;22500;2;;1;4
03-Jun-16 12:00:00 AM;epavone;knielson;112470;22500;2;;1;4
06-Jun-16 12:00:00 AM;epavone;knielson;25530;22500;2;;1;4
07-Jun-16 12:00:00 AM;knielson;epavone;26010;22500;2;;1;4
08-Jun-16 12:00:00 AM;epavone;knielson;25680;22500;2;;1;4
09-Jun-16 12:00:00 AM;epavone;knielson;25140;22500;2;;1;4
10-Jun-16 12:00:00 AM;knielson;epavone;112500;22500;2;;1;4
03-Jun-16 12:00:00 AM;epavone;jholly;75580;21340;3;;1;4
10-Jun-16 12:00:00 AM;epavone;jholly;112140;32010;2;;1;4
03-Jun-16 12:00:00 AM;epavone;acalzas;111750;37080;2;;1;4
10-Jun-16 12:00:00 AM;acalzas;epavone;112050;37080;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;epavone;52035;16680;4;;1;4
10-Jun-16 12:00:00 AM;vawelon;epavone;68940;22240;3;;1;4
03-Jun-16 12:00:00 AM;hmies;epavone;112530;45165;4;;1;4
10-Jun-16 12:00:00 AM;epavone;hmies;112080;45165;4;;1;4
02-Jun-16 12:00:00 AM;epavone;ostrum;92920;18100;3;;1;4
10-Jun-16 12:00:00 AM;epavone;ostrum;66960;13575;4;;1;4
31-May-16 12:00:00 AM;epavone;fmata;26070;20340;2;;1;4
01-Jun-16 12:00:00 AM;fmata;epavone;25830;20340;2;;1;4
02-Jun-16 12:00:00 AM;fmata;epavone;26400;20340;2;;1;4
03-Jun-16 12:00:00 AM;epavone;fmata;111660;20340;2;;1;4
06-Jun-16 12:00:00 AM;epavone;fmata;26400;20340;2;;1;4
07-Jun-16 12:00:00 AM;epavone;fmata;25980;20340;2;;1;4
08-Jun-16 12:00:00 AM;fmata;epavone;26280;20340;2;;1;4
09-Jun-16 12:00:00 AM;epavone;fmata;25650;20340;2;;1;4
10-Jun-16 12:00:00 AM;fmata;epavone;112050;20340;2;;1;4
31-May-16 12:00:00 AM;epavone;eklinger;26130;25740;2;;1;4
01-Jun-16 12:00:00 AM;epavone;eklinger;17540;17160;3;;1;4
02-Jun-16 12:00:00 AM;epavone;eklinger;26100;25740;2;;1;4
03-Jun-16 12:00:00 AM;epavone;eklinger;112500;25740;2;;1;4
06-Jun-16 12:00:00 AM;epavone;eklinger;26070;25740;2;;1;4
07-Jun-16 12:00:00 AM;epavone;eklinger;17560;17160;3;;1;4
08-Jun-16 12:00:00 AM;epavone;eklinger;26100;25740;2;;1;4
09-Jun-16 12:00:00 AM;epavone;eklinger;26100;25740;2;;1;4
10-Jun-16 12:00:00 AM;epavone;eklinger;111600;25740;2;;1;4
03-Jun-16 12:00:00 AM;epavone;thagan;112140;40440;2;;1;4
10-Jun-16 12:00:00 AM;epavone;thagan;111810;40440;2;;1;4
31-May-16 12:00:00 AM;epavone;sparrino;25500;21300;2;;1;4
01-Jun-16 12:00:00 AM;epavone;sparrino;25920;21300;2;;1;4
02-Jun-16 12:00:00 AM;epavone;sparrino;26010;21300;2;;1;4
03-Jun-16 12:00:00 AM;epavone;sparrino;111600;21300;2;;1;4
06-Jun-16 12:00:00 AM;epavone;sparrino;25920;21300;2;;1;4
07-Jun-16 12:00:00 AM;epavone;sparrino;25170;21300;2;;1;4
08-Jun-16 12:00:00 AM;epavone;sparrino;26400;21300;2;;1;4
09-Jun-16 12:00:00 AM;epavone;sparrino;25890;21300;2;;1;4
10-Jun-16 12:00:00 AM;epavone;sparrino;112230;21300;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;hblue;111270;45060;2;;1;4
10-Jun-16 12:00:00 AM;hblue;iborrasca;113070;45060;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;emintz;112260;40560;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;emintz;112500;40560;2;;1;4
31-May-16 12:00:00 AM;iborrasca;ldedos;12900;7275;4;;1;4
01-Jun-16 12:00:00 AM;iborrasca;ldedos;25140;14550;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;ldedos;26310;14550;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;ldedos;112050;14550;2;;1;4
06-Jun-16 12:00:00 AM;ldedos;iborrasca;25980;14550;2;;1;4
07-Jun-16 12:00:00 AM;ldedos;iborrasca;25380;14550;2;;1;4
08-Jun-16 12:00:00 AM;iborrasca;ldedos;25650;14550;2;;1;4
09-Jun-16 12:00:00 AM;iborrasca;ldedos;25980;14550;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;ldedos;111810;14550;2;;1;4
31-May-16 12:00:00 AM;slea;iborrasca;12952;9232;8;;1;4
03-Jun-16 12:00:00 AM;iborrasca;slea;112140;36930;2;;1;4
10-Jun-16 12:00:00 AM;slea;iborrasca;74920;24620;3;;1;4
31-May-16 12:00:00 AM;cmorluniau;iborrasca;25740;18510;2;;1;4
01-Jun-16 12:00:00 AM;iborrasca;cmorluniau;25950;18510;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;cmorluniau;26460;18510;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;cmorluniau;111750;18510;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;cmorluniau;34280;12340;3;;1;4
07-Jun-16 12:00:00 AM;iborrasca;cmorluniau;12690;9255;4;;1;4
08-Jun-16 12:00:00 AM;cmorluniau;iborrasca;17360;12340;3;;1;4
09-Jun-16 12:00:00 AM;cmorluniau;iborrasca;26460;18510;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;cmorluniau;111840;18510;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;lorosco;110490;44640;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;lorosco;112500;44640;2;;1;4
03-Jun-16 12:00:00 AM;ibarranco;iborrasca;112350;44550;2;;1;4
09-Jun-16 12:00:00 AM;iborrasca;ibarranco;46160;14850;6;;1;4
31-May-16 12:00:00 AM;lalcazar;iborrasca;25740;9300;2;;1;4
01-Jun-16 12:00:00 AM;iborrasca;lalcazar;25260;9300;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;lalcazar;26940;9300;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;lalcazar;25440;9300;2;;1;4
07-Jun-16 12:00:00 AM;lalcazar;iborrasca;25380;9300;2;;1;4
08-Jun-16 12:00:00 AM;lalcazar;iborrasca;25860;9300;2;;1;4
09-Jun-16 12:00:00 AM;lalcazar;iborrasca;26010;9300;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;lalcazar;112590;9300;2;;1;4
03-Jun-16 12:00:00 AM;aribera;iborrasca;112350;45180;2;;1;4
10-Jun-16 12:00:00 AM;aribera;iborrasca;113070;45180;2;;1;4
31-May-16 12:00:00 AM;gcazar;iborrasca;25740;13380;2;;1;4
01-Jun-16 12:00:00 AM;gcazar;iborrasca;17200;8920;3;;1;4
02-Jun-16 12:00:00 AM;iborrasca;gcazar;26490;13380;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;gcazar;111450;13380;2;;1;4
06-Jun-16 12:00:00 AM;gcazar;iborrasca;25980;13380;2;;1;4
07-Jun-16 12:00:00 AM;gcazar;iborrasca;25380;13380;2;;1;4
08-Jun-16 12:00:00 AM;gcazar;iborrasca;25920;13380;2;;1;4
09-Jun-16 12:00:00 AM;iborrasca;gcazar;26130;13380;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;gcazar;112500;13380;2;;1;4
31-May-16 12:00:00 AM;knielson;iborrasca;25680;13800;2;;1;4
01-Jun-16 12:00:00 AM;knielson;iborrasca;26070;13800;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;knielson;26010;13800;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;knielson;112170;13800;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;knielson;10200;5520;5;;1;4
07-Jun-16 12:00:00 AM;knielson;iborrasca;25380;13800;2;;1;4
08-Jun-16 12:00:00 AM;knielson;iborrasca;25590;13800;2;;1;4
09-Jun-16 12:00:00 AM;iborrasca;knielson;25140;13800;2;;1;4
10-Jun-16 12:00:00 AM;knielson;iborrasca;56295;6900;4;;1;4
03-Jun-16 12:00:00 AM;iborrasca;jholly;112260;36840;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;jholly;112140;36840;2;;1;4
31-May-16 12:00:00 AM;acalzas;iborrasca;25740;14580;2;;1;4
01-Jun-16 12:00:00 AM;iborrasca;acalzas;25320;14580;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;acalzas;26280;14580;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;acalzas;111750;14580;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;acalzas;25590;14580;2;;1;4
07-Jun-16 12:00:00 AM;acalzas;iborrasca;25380;14580;2;;1;4
08-Jun-16 12:00:00 AM;acalzas;iborrasca;26040;14580;2;;1;4
09-Jun-16 12:00:00 AM;acalzas;iborrasca;26460;14580;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;acalzas;112560;14580;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;iborrasca;51735;13635;4;;1;4
10-Jun-16 12:00:00 AM;vawelon;iborrasca;41604;10908;5;;1;4
31-May-16 12:00:00 AM;hmies;iborrasca;25620;18735;4;;1;4
01-Jun-16 12:00:00 AM;iborrasca;hmies;25200;18735;4;;1;4
02-Jun-16 12:00:00 AM;iborrasca;hmies;25710;18735;4;;1;4
03-Jun-16 12:00:00 AM;hmies;iborrasca;112350;18735;4;;1;4
06-Jun-16 12:00:00 AM;hmies;iborrasca;25650;18735;4;;1;4
07-Jun-16 12:00:00 AM;hmies;iborrasca;25380;18735;4;;1;4
08-Jun-16 12:00:00 AM;hmies;iborrasca;26010;18735;4;;1;4
09-Jun-16 12:00:00 AM;iborrasca;hmies;17260;12490;6;;1;4
10-Jun-16 12:00:00 AM;hmies;iborrasca;56040;9367;8;;1;4
02-Jun-16 12:00:00 AM;iborrasca;ostrum;46110;13070;6;;1;4
10-Jun-16 12:00:00 AM;ostrum;iborrasca;42084;15684;5;;1;4
31-May-16 12:00:00 AM;iborrasca;fmata;25650;14100;2;;1;4
01-Jun-16 12:00:00 AM;iborrasca;fmata;25530;14100;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;fmata;26610;14100;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;fmata;111660;14100;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;fmata;25890;14100;2;;1;4
07-Jun-16 12:00:00 AM;iborrasca;fmata;25110;14100;2;;1;4
08-Jun-16 12:00:00 AM;fmata;iborrasca;25950;14100;2;;1;4
09-Jun-16 12:00:00 AM;iborrasca;fmata;25650;14100;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;fmata;112440;14100;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;eklinger;111360;26670;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;eklinger;111600;26670;2;;1;4
31-May-16 12:00:00 AM;iborrasca;thagan;25470;15540;2;;1;4
01-Jun-16 12:00:00 AM;iborrasca;thagan;25680;15540;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;thagan;25590;15540;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;thagan;111840;15540;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;thagan;25650;15540;2;;1;4
07-Jun-16 12:00:00 AM;thagan;iborrasca;25380;15540;2;;1;4
08-Jun-16 12:00:00 AM;thagan;iborrasca;25980;15540;2;;1;4
09-Jun-16 12:00:00 AM;iborrasca;thagan;25980;15540;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;thagan;111810;15540;2;;1;4
31-May-16 12:00:00 AM;iborrasca;sparrino;34000;9060;3;;1;4
01-Jun-16 12:00:00 AM;iborrasca;sparrino;25110;13590;2;;1;4
02-Jun-16 12:00:00 AM;iborrasca;sparrino;26010;13590;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;sparrino;111600;13590;2;;1;4
06-Jun-16 12:00:00 AM;iborrasca;sparrino;25500;13590;2;;1;4
07-Jun-16 12:00:00 AM;iborrasca;sparrino;25140;13590;2;;1;4
08-Jun-16 12:00:00 AM;sparrino;iborrasca;17380;9060;3;;1;4
09-Jun-16 12:00:00 AM;iborrasca;sparrino;25890;13590;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;sparrino;112230;13590;2;;1;4
31-May-16 12:00:00 AM;emintz;hblue;26880;20280;2;;1;4
01-Jun-16 12:00:00 AM;emintz;hblue;13485;10140;4;;1;4
02-Jun-16 12:00:00 AM;hblue;emintz;12840;10140;4;;1;4
03-Jun-16 12:00:00 AM;emintz;hblue;112410;20280;2;;1;4
06-Jun-16 12:00:00 AM;emintz;hblue;26880;20280;2;;1;4
07-Jun-16 12:00:00 AM;emintz;hblue;17920;13520;3;;1;4
08-Jun-16 12:00:00 AM;emintz;hblue;26850;20280;2;;1;4
09-Jun-16 12:00:00 AM;hblue;emintz;34140;13520;3;;1;4
10-Jun-16 12:00:00 AM;hblue;emintz;112950;20280;2;;1;4
03-Jun-16 12:00:00 AM;ldedos;hblue;111150;44910;2;;1;4
10-Jun-16 12:00:00 AM;hblue;ldedos;111810;44910;2;;1;4
31-May-16 12:00:00 AM;slea;hblue;21576;18300;5;;1;4
03-Jun-16 12:00:00 AM;slea;hblue;112200;45750;2;;1;4
10-Jun-16 12:00:00 AM;hblue;slea;112800;45750;2;;1;4
03-Jun-16 12:00:00 AM;cmorluniau;hblue;111930;45120;2;;1;4
10-Jun-16 12:00:00 AM;hblue;cmorluniau;111840;45120;2;;1;4
31-May-16 12:00:00 AM;lorosco;hblue;27180;22050;2;;1;4
01-Jun-16 12:00:00 AM;hblue;lorosco;25140;22050;2;;1;4
02-Jun-16 12:00:00 AM;lorosco;hblue;34780;14700;3;;1;4
03-Jun-16 12:00:00 AM;hblue;lorosco;111630;22050;2;;1;4
06-Jun-16 12:00:00 AM;lorosco;hblue;16700;14700;3;;1;4
07-Jun-16 12:00:00 AM;hblue;lorosco;26820;22050;2;;1;4
08-Jun-16 12:00:00 AM;lorosco;hblue;25140;22050;2;;1;4
09-Jun-16 12:00:00 AM;lorosco;hblue;18000;14700;3;;1;4
10-Jun-16 12:00:00 AM;hblue;lorosco;112620;22050;2;;1;4
01-Jun-16 12:00:00 AM;hblue;ibarranco;25680;24960;2;;1;4
03-Jun-16 12:00:00 AM;ibarranco;hblue;74940;16640;3;;1;4
06-Jun-16 12:00:00 AM;hblue;ibarranco;26610;24960;2;;1;4
07-Jun-16 12:00:00 AM;ibarranco;hblue;13455;12480;4;;1;4
08-Jun-16 12:00:00 AM;ibarranco;hblue;26730;24960;2;;1;4
09-Jun-16 12:00:00 AM;hblue;ibarranco;69975;12480;4;;1;4
31-May-16 12:00:00 AM;lalcazar;hblue;25920;15510;2;;1;4
01-Jun-16 12:00:00 AM;hblue;lalcazar;25710;15510;2;;1;4
02-Jun-16 12:00:00 AM;lalcazar;hblue;26520;15510;2;;1;4
06-Jun-16 12:00:00 AM;hblue;lalcazar;25710;15510;2;;1;4
07-Jun-16 12:00:00 AM;lalcazar;hblue;26130;15510;2;;1;4
08-Jun-16 12:00:00 AM;lalcazar;hblue;25950;15510;2;;1;4
09-Jun-16 12:00:00 AM;lalcazar;hblue;25830;15510;2;;1;4
10-Jun-16 12:00:00 AM;hblue;lalcazar;112590;15510;2;;1;4
31-May-16 12:00:00 AM;aribera;hblue;26730;20250;2;;1;4
01-Jun-16 12:00:00 AM;hblue;aribera;17920;13500;3;;1;4
02-Jun-16 12:00:00 AM;aribera;hblue;21324;8100;5;;1;4
03-Jun-16 12:00:00 AM;aribera;hblue;74920;13500;3;;1;4
06-Jun-16 12:00:00 AM;hblue;aribera;13470;10125;4;;1;4
07-Jun-16 12:00:00 AM;hblue;aribera;26820;20250;2;;1;4
08-Jun-16 12:00:00 AM;aribera;hblue;26730;20250;2;;1;4
09-Jun-16 12:00:00 AM;hblue;aribera;35540;13500;3;;1;4
10-Jun-16 12:00:00 AM;aribera;hblue;113850;20250;2;;1;4
31-May-16 12:00:00 AM;gcazar;hblue;25920;20370;2;;1;4
01-Jun-16 12:00:00 AM;gcazar;hblue;26520;20370;2;;1;4
02-Jun-16 12:00:00 AM;gcazar;hblue;26370;20370;2;;1;4
03-Jun-16 12:00:00 AM;gcazar;hblue;111060;20370;2;;1;4
06-Jun-16 12:00:00 AM;gcazar;hblue;26310;20370;2;;1;4
07-Jun-16 12:00:00 AM;gcazar;hblue;26430;20370;2;;1;4
08-Jun-16 12:00:00 AM;gcazar;hblue;26010;20370;2;;1;4
09-Jun-16 12:00:00 AM;hblue;gcazar;26250;20370;2;;1;4
10-Jun-16 12:00:00 AM;hblue;gcazar;112500;20370;2;;1;4
31-May-16 12:00:00 AM;knielson;hblue;25800;20250;2;;1;4
01-Jun-16 12:00:00 AM;knielson;hblue;26430;20250;2;;1;4
02-Jun-16 12:00:00 AM;hblue;knielson;26070;20250;2;;1;4
03-Jun-16 12:00:00 AM;knielson;hblue;111570;20250;2;;1;4
06-Jun-16 12:00:00 AM;hblue;knielson;25530;20250;2;;1;4
07-Jun-16 12:00:00 AM;knielson;hblue;26070;20250;2;;1;4
08-Jun-16 12:00:00 AM;knielson;hblue;25680;20250;2;;1;4
09-Jun-16 12:00:00 AM;hblue;knielson;25140;20250;2;;1;4
10-Jun-16 12:00:00 AM;hblue;knielson;112740;20250;2;;1;4
03-Jun-16 12:00:00 AM;jholly;hblue;74920;21280;3;;1;4
10-Jun-16 12:00:00 AM;hblue;jholly;112590;31920;2;;1;4
03-Jun-16 12:00:00 AM;acalzas;hblue;111180;40680;2;;1;4
10-Jun-16 12:00:00 AM;hblue;acalzas;112560;40680;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;hblue;34370;12280;6;;1;4
10-Jun-16 12:00:00 AM;vawelon;hblue;69540;24560;3;;1;4
03-Jun-16 12:00:00 AM;hmies;hblue;111540;40500;4;;1;4
10-Jun-16 12:00:00 AM;hblue;hmies;112500;40500;4;;1;4
02-Jun-16 12:00:00 AM;hblue;ostrum;55224;14664;5;;1;4
10-Jun-16 12:00:00 AM;hblue;ostrum;52680;18330;4;;1;4
31-May-16 12:00:00 AM;fmata;hblue;13065;10695;4;;1;4
01-Jun-16 12:00:00 AM;hblue;fmata;26160;21390;2;;1;4
02-Jun-16 12:00:00 AM;fmata;hblue;26400;21390;2;;1;4
03-Jun-16 12:00:00 AM;fmata;hblue;111030;21390;2;;1;4
06-Jun-16 12:00:00 AM;fmata;hblue;26400;21390;2;;1;4
07-Jun-16 12:00:00 AM;hblue;fmata;25980;21390;2;;1;4
08-Jun-16 12:00:00 AM;fmata;hblue;26040;21390;2;;1;4
09-Jun-16 12:00:00 AM;hblue;fmata;25650;21390;2;;1;4
10-Jun-16 12:00:00 AM;hblue;fmata;112440;21390;2;;1;4
31-May-16 12:00:00 AM;hblue;eklinger;26400;23310;2;;1;4
01-Jun-16 12:00:00 AM;hblue;eklinger;26070;23310;2;;1;4
02-Jun-16 12:00:00 AM;hblue;eklinger;25740;23310;2;;1;4
03-Jun-16 12:00:00 AM;eklinger;hblue;112410;23310;2;;1;4
06-Jun-16 12:00:00 AM;hblue;eklinger;26130;23310;2;;1;4
07-Jun-16 12:00:00 AM;hblue;eklinger;25950;23310;2;;1;4
08-Jun-16 12:00:00 AM;hblue;eklinger;26190;23310;2;;1;4
09-Jun-16 12:00:00 AM;hblue;eklinger;26100;23310;2;;1;4
10-Jun-16 12:00:00 AM;hblue;eklinger;112050;23310;2;;1;4
03-Jun-16 12:00:00 AM;thagan;hblue;111570;36720;2;;1;4
10-Jun-16 12:00:00 AM;hblue;thagan;111810;36720;2;;1;4
31-May-16 12:00:00 AM;hblue;sparrino;25500;20190;2;;1;4
01-Jun-16 12:00:00 AM;hblue;sparrino;25920;20190;2;;1;4
02-Jun-16 12:00:00 AM;hblue;sparrino;26010;20190;2;;1;4
03-Jun-16 12:00:00 AM;sparrino;hblue;111120;20190;2;;1;4
06-Jun-16 12:00:00 AM;hblue;sparrino;25920;20190;2;;1;4
07-Jun-16 12:00:00 AM;hblue;sparrino;25170;20190;2;;1;4
08-Jun-16 12:00:00 AM;sparrino;hblue;26220;20190;2;;1;4
09-Jun-16 12:00:00 AM;hblue;sparrino;25890;20190;2;;1;4
10-Jun-16 12:00:00 AM;hblue;sparrino;112230;20190;2;;1;4
03-Jun-16 12:00:00 AM;emintz;ldedos;112050;45150;2;;1;4
10-Jun-16 12:00:00 AM;emintz;ldedos;111810;45150;2;;1;4
03-Jun-16 12:00:00 AM;earpa;emintz;5760;5700;1;;1;6
31-May-16 12:00:00 AM;emintz;slea;38780;30760;3;;1;4
03-Jun-16 12:00:00 AM;emintz;slea;113070;46140;2;;1;4
10-Jun-16 12:00:00 AM;emintz;slea;112980;46140;2;;1;4
03-Jun-16 12:00:00 AM;emintz;cmorluniau;112410;40860;2;;1;4
10-Jun-16 12:00:00 AM;emintz;cmorluniau;111840;40860;2;;1;4
31-May-16 12:00:00 AM;lorosco;emintz;31530;23790;2;;1;4
01-Jun-16 12:00:00 AM;emintz;lorosco;25140;23790;2;;1;4
02-Jun-16 12:00:00 AM;emintz;lorosco;25620;23790;2;;1;4
03-Jun-16 12:00:00 AM;emintz;lorosco;112080;23790;2;;1;4
06-Jun-16 12:00:00 AM;lorosco;emintz;16740;15860;3;;1;4
07-Jun-16 12:00:00 AM;lorosco;emintz;17960;15860;3;;1;4
08-Jun-16 12:00:00 AM;emintz;lorosco;25380;23790;2;;1;4
09-Jun-16 12:00:00 AM;lorosco;emintz;25620;23790;2;;1;4
10-Jun-16 12:00:00 AM;emintz;lorosco;150140;15860;3;;1;4
31-May-16 12:00:00 AM;emintz;ibarranco;24270;22170;2;;1;4
01-Jun-16 12:00:00 AM;emintz;ibarranco;25680;22170;2;;1;4
02-Jun-16 12:00:00 AM;emintz;ibarranco;23820;22170;2;;1;4
03-Jun-16 12:00:00 AM;ibarranco;emintz;57165;11085;4;;1;4
06-Jun-16 12:00:00 AM;ibarranco;emintz;13275;11085;4;;1;4
07-Jun-16 12:00:00 AM;ibarranco;emintz;31530;22170;2;;1;4
08-Jun-16 12:00:00 AM;emintz;ibarranco;26970;22170;2;;1;4
09-Jun-16 12:00:00 AM;emintz;ibarranco;55200;8868;5;;1;4
31-May-16 12:00:00 AM;emintz;lalcazar;26010;16380;2;;1;4
01-Jun-16 12:00:00 AM;emintz;lalcazar;12990;8190;4;;1;4
02-Jun-16 12:00:00 AM;emintz;lalcazar;13200;8190;4;;1;4
06-Jun-16 12:00:00 AM;emintz;lalcazar;25710;16380;2;;1;4
07-Jun-16 12:00:00 AM;emintz;lalcazar;13260;8190;4;;1;4
08-Jun-16 12:00:00 AM;emintz;lalcazar;13170;8190;4;;1;4
09-Jun-16 12:00:00 AM;lalcazar;emintz;25620;16380;2;;1;4
10-Jun-16 12:00:00 AM;lalcazar;emintz;112260;16380;2;;1;4
31-May-16 12:00:00 AM;emintz;aribera;26880;16290;2;;1;4
01-Jun-16 12:00:00 AM;emintz;aribera;17920;10860;3;;1;4
02-Jun-16 12:00:00 AM;aribera;emintz;12840;8145;4;;1;4
03-Jun-16 12:00:00 AM;aribera;emintz;113400;16290;2;;1;4
06-Jun-16 12:00:00 AM;aribera;emintz;17940;10860;3;;1;4
07-Jun-16 12:00:00 AM;emintz;aribera;13500;8145;4;;1;4
08-Jun-16 12:00:00 AM;emintz;aribera;26970;16290;2;;1;4
09-Jun-16 12:00:00 AM;emintz;aribera;34140;10860;3;;1;4
10-Jun-16 12:00:00 AM;aribera;emintz;75580;10860;3;;1;4
31-May-16 12:00:00 AM;emintz;gcazar;26070;21420;2;;1;4
01-Jun-16 12:00:00 AM;emintz;gcazar;26700;21420;2;;1;4
02-Jun-16 12:00:00 AM;emintz;gcazar;25740;21420;2;;1;4
03-Jun-16 12:00:00 AM;emintz;gcazar;111450;21420;2;;1;4
06-Jun-16 12:00:00 AM;gcazar;emintz;26370;21420;2;;1;4
07-Jun-16 12:00:00 AM;emintz;gcazar;26910;21420;2;;1;4
08-Jun-16 12:00:00 AM;emintz;gcazar;26610;21420;2;;1;4
09-Jun-16 12:00:00 AM;emintz;gcazar;25470;21420;2;;1;4
10-Jun-16 12:00:00 AM;gcazar;emintz;112050;21420;2;;1;4
31-May-16 12:00:00 AM;emintz;knielson;25860;21360;2;;1;4
01-Jun-16 12:00:00 AM;emintz;knielson;26910;21360;2;;1;4
02-Jun-16 12:00:00 AM;emintz;knielson;25200;21360;2;;1;4
03-Jun-16 12:00:00 AM;emintz;knielson;112470;21360;2;;1;4
06-Jun-16 12:00:00 AM;emintz;knielson;25530;21360;2;;1;4
07-Jun-16 12:00:00 AM;emintz;knielson;26550;21360;2;;1;4
08-Jun-16 12:00:00 AM;emintz;knielson;25680;21360;2;;1;4
09-Jun-16 12:00:00 AM;emintz;knielson;25080;21360;2;;1;4
10-Jun-16 12:00:00 AM;knielson;emintz;112650;21360;2;;1;4
31-May-16 12:00:00 AM;emintz;jholly;18000;15380;3;;1;4
01-Jun-16 12:00:00 AM;jholly;emintz;13590;11535;4;;1;4
02-Jun-16 12:00:00 AM;emintz;jholly;25530;23070;2;;1;4
03-Jun-16 12:00:00 AM;emintz;jholly;113400;23070;2;;1;4
06-Jun-16 12:00:00 AM;jholly;emintz;26490;23070;2;;1;4
07-Jun-16 12:00:00 AM;emintz;jholly;26910;23070;2;;1;4
08-Jun-16 12:00:00 AM;emintz;jholly;18600;15380;3;;1;4
09-Jun-16 12:00:00 AM;jholly;emintz;12375;11535;4;;1;4
10-Jun-16 12:00:00 AM;emintz;jholly;75340;15380;3;;1;4
03-Jun-16 12:00:00 AM;emintz;acalzas;111750;45240;2;;1;4
10-Jun-16 12:00:00 AM;acalzas;emintz;112050;45240;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;emintz;42000;15780;5;;1;4
10-Jun-16 12:00:00 AM;vawelon;emintz;51705;19725;4;;1;4
03-Jun-16 12:00:00 AM;hmies;emintz;112530;45120;4;;1;4
10-Jun-16 12:00:00 AM;emintz;hmies;112500;45120;4;;1;4
31-May-16 12:00:00 AM;emintz;ostrum;17700;13560;3;;1;4
